# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "plants/references/Arabidopsis_thaliana.TAIR10.59.gtf" "-o" "plants/counts/counts.txt" "plants/alignments/IGV/SRR12808497_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808498_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808499_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808527_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808528_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808529_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	plants/alignments/IGV/SRR12808497_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808498_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808499_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808527_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808528_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808529_Aligned.sortedByCoord.out.bam
AT1G55630	1	20791635	20793581	-	1947	216	23	12	32	27	3
AT1G18390	1;1;1;1;1;1;1;1	6325536;6327463;6328429;6328429;6328663;6328682;6329420;6329420	6326623;6328219;6328473;6328463;6329319;6329319;6330179;6330098	+;+;+;+;+;+;+;+	3307	729	139	111	3	21	1
AT1G26797	1	9280955	9281560	+	606	0	0	0	0	0	0
AT1G25480	1;1;1;1;1;1	8948232;8948991;8949230;8949599;8949829;8950262	8948806;8949128;8949499;8949735;8949975;8951031	+;+;+;+;+;+	2037	0	1	1	48	14	51
AT1G28190	1	9846747	9848015	-	1269	4245	913	1428	56	38	6
AT1G49530	1	18332429	18333689	+	1261	0	7	0	24	15	9
AT1G18486	1	6366397	6366753	+	357	0	0	0	0	0	0
AT1G12880	1;1;1;1;1	4389678;4390251;4390457;4390632;4390864	4390106;4390374;4390540;4390781;4391344	+;+;+;+;+	1268	2451	475	635	220	251	226
AT1G08090	1;1;1	2524023;2525049;2525254	2524948;2525164;2526322	+;+;+	2111	0	0	2	2	0	1
AT1G66460	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	24789735;24789735;24789735;24790572;24790572;24790572;24790802;24790802;24790962;24790962;24790962;24791226;24791226;24791226;24791595;24791595;24791595	24790238;24790238;24790238;24790719;24790719;24790881;24790881;24790881;24791140;24791140;24791140;24791483;24791483;24791483;24792068;24792152;24792163	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1820	0	0	0	0	0	0
AT1G24220	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	8578658;8578658;8578845;8578845;8579072;8579072;8579592;8579592;8580065;8580065;8580583;8580583;8580759;8580759;8580948;8580948;8581574;8581574;8581974;8581974;8582274;8582274;8582744	8578762;8578762;8578946;8578946;8579495;8579495;8579753;8579753;8580167;8580167;8580676;8580676;8580860;8580860;8581464;8581464;8581866;8581866;8582166;8582166;8582413;8582422;8582767	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2268	0	0	0	0	0	0
AT1G08035	1;1;1;1;1;1;1	2494402;2494402;2494503;2494610;2494610;2494795;2494795	2494439;2494439;2494697;2495257;2494697;2495288;2495313	+;+;+;+;+;+;+	849	0	0	0	0	0	14
AT1G04985	1;1;1;1;1;1;1;1;1	1416342;1416342;1416869;1416869;1417326;1417326;1417974;1418175;1418175	1416779;1416779;1416978;1416978;1417390;1418046;1418046;1419027;1419027	-;-;-;-;-;-;-;-;-	2122	328	115	203	164	231	114
AT1G73780	1	27743685	27744453	+	769	0	0	0	0	7	0
AT1G36940	1;1;1	14003819;14003866;14005320	14004911;14004700;14005502	+;+;+	1276	9	23	9	13	29	29
AT1G23850	1	8425724	8427235	-	1512	780	506	376	0	32	0
AT1G66190	1	24652741	24653998	-	1258	22	19	83	184	190	149
AT1G44318	1;1;1;1;1;1;1;1;1;1	16831016;16831367;16831651;16831899;16832084;16832256;16832412;16832537;16832741;16833574	16831252;16831478;16831724;16831967;16832167;16832325;16832467;16832658;16832794;16834011	+;+;+;+;+;+;+;+;+;+	1316	0	0	0	0	0	0
AT1G24270	1	8607851	8608763	-	913	0	15	0	0	10	0
AT1G05350	1;1;1;1;1;1;1;1;1;1;1;1;1;1	1560678;1561143;1561313;1561537;1561744;1561953;1562205;1562369;1562578;1563012;1563165;1563390;1563582;1563925	1561039;1561195;1561431;1561623;1561818;1562027;1562287;1562405;1562733;1563080;1563293;1563503;1563650;1564409	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1913	1046	102	316	199	227	42
AT1G19930	1;1	6917020;6917630	6917545;6918138	+;+	1035	0	0	0	0	0	0
AT1G62520	1	23144385	23145531	+	1147	4	0	0	53	54	46
AT1G23170	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	8212556;8212724;8213323;8213571;8213571;8213966;8213966;8214213;8214213;8214410;8214410;8214623;8214623;8214835;8214835;8215005;8215005;8215244;8215244	8213230;8213230;8213460;8213759;8213759;8214103;8214103;8214331;8214331;8214542;8214542;8214752;8214752;8214914;8214914;8215145;8215145;8215516;8215807	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2307	1	125	58	41	63	19
AT1G71150	1;1;1;1;1;1	26827146;26827351;26827487;26827531;26827842;26827842	26827263;26827444;26827743;26827743;26828674;26828674	+;+;+;+;+;+	1302	0	71	10	0	0	0
AT1G11430	1;1;1;1	3847220;3848411;3848606;3848766	3847634;3848508;3848671;3849224	+;+;+;+	1038	442	112	117	295	716	253
AT1G17145	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	5860078;5860119;5860596;5860772;5860772;5861173;5861173;5861336;5861336;5861585;5861585;5861756;5861756;5861890;5861890;5862038;5862038;5862518;5862518	5860689;5860490;5860689;5860838;5860838;5861239;5861239;5861486;5861486;5861666;5861666;5861801;5861801;5861941;5861941;5862258;5862258;5862890;5862743	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1671	389	47	26	77	152	171
AT1G34815	1	12783406	12783684	-	279	0	0	0	0	0	0
AT1G73910	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	27789208;27789208;27789208;27789442;27789442;27789442;27789663;27789663;27789663;27789897;27789897;27789897;27790076;27790076;27790123;27790430;27790430	27789305;27789305;27789305;27789533;27789533;27789533;27789809;27789809;27789809;27789970;27789970;27789970;27790678;27790334;27790334;27790576;27790576	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1014	0	0	0	0	20	0
AT1G52050	1;1;1;1	19354919;19355527;19356172;19356703	19355363;19355952;19356383;19356901	-;-;-;-	1282	4	4	0	0	0	2
AT1G34320	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	12520059;12520097;12520494;12521108;12521108;12521521;12521521;12521709;12521709;12521886;12521886;12522110;12522110;12522315;12522315;12522517;12522517;12522836;12522836;12523081;12523081;12523367;12523367;12523509;12523509	12520379;12521027;12521027;12521433;12521433;12521613;12521613;12521799;12521799;12521979;12521979;12522213;12522213;12522384;12522384;12522620;12522620;12522952;12522952;12523157;12523157;12523411;12523411;12524377;12524370	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2959	390	290	181	387	370	295
AT1G48280	1;1;1;1;1;1;1	17835032;17835872;17836418;17836743;17837002;17837213;17837443	17835741;17836321;17836549;17836924;17837113;17837356;17837781	+;+;+;+;+;+;+	2069	37	48	33	29	101	22
AT1G12170	1	4128607	4129701	-	1095	0	0	0	0	0	0
AT1G49225	1;1;1;1;1;1;1	18206312;18206539;18207790;18208618;18209145;18210053;18211215	18206455;18206663;18207860;18208652;18209155;18210059;18211390	-;-;-;-;-;-;-	569	0	0	0	0	0	0
AT1G01715	1;1;1;1;1	266333;266342;267293;267293;267677	266724;266724;267533;267577;267883	+;+;+;+;+	884	0	4	25	13	10	3
AT1G29160	1	10183390	10184512	-	1123	392	73	55	314	473	178
AT1G22660	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	8017281;8017383;8017397;8017397;8017397;8017869;8017869;8017869;8017869;8017869;8018085;8018085;8018085;8018085;8018085;8018358;8018358;8018358;8018358;8018358;8018517;8018517;8018517;8018517;8018517;8018648;8018648;8018648;8018648;8018648;8018873;8018873;8018873;8018873;8018873;8019073;8019073;8019073;8019073;8019073;8019306;8019306;8019306;8019306;8019306;8019484;8019484;8019484;8019484;8019484;8019662;8019662;8019662;8019662;8019662;8019983;8019983;8019983;8019983;8019983;8020367;8020367;8020367;8020367;8020367;8020884;8020884;8020884;8021434;8021434;8021434;8021440	8017769;8017769;8017769;8017769;8017769;8017999;8017999;8017999;8017999;8017999;8018202;8018202;8018202;8018202;8018202;8018410;8018410;8018410;8018410;8018410;8018566;8018566;8018566;8018566;8018566;8018746;8018746;8018746;8018746;8018746;8018982;8018982;8018982;8018982;8018982;8019200;8019200;8019200;8019200;8019200;8019372;8019372;8019372;8019372;8019372;8019567;8019567;8019567;8019567;8019567;8019724;8019724;8019724;8019724;8019724;8020160;8020160;8020160;8020160;8020160;8020570;8020540;8020981;8020540;8020540;8020981;8020981;8020981;8021715;8021715;8021930;8021593	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2682	60	0	91	126	150	21
AT1G79410	1	29867854	29869784	-	1931	309	2	68	169	52	39
AT1G75990	1;1;1;1;1;1;1	28524404;28525217;28525624;28525880;28526104;28526354;28526640	28525135;28525456;28525789;28526016;28526241;28526544;28526848	-;-;-;-;-;-;-	1813	550	56	256	103	276	74
AT1G76770	1;1	28813454;28813792	28813716;28814378	+;+	850	21	4	23	35	35	36
AT1G78800	1;1;1;1;1;1;1;1	29625587;29626239;29626498;29626734;29626961;29627147;29627516;29627881	29626155;29626405;29626619;29626881;29627066;29627340;29627632;29628024	-;-;-;-;-;-;-;-	1567	100	82	141	74	206	55
AT1G57560	1;1;1;1;1;1;1	21316730;21316747;21317072;21317072;21317278;21317278;21317525	21316983;21316983;21317201;21317201;21317407;21318192;21318166	+;+;+;+;+;+;+	1299	623	142	228	0	0	0
AT1G48040	1;1	17719584;17721528	17721044;17721891	-;-	1825	851	181	215	152	134	12
AT1G63400	1	23507178	23509484	+	2307	0	0	0	3	13	7
AT1G32320	1	11655156	11656073	+	918	0	0	0	3	0	0
AT1G71830	1;1;1;1;1;1;1;1;1;1;1	27018158;27019091;27019309;27019498;27019745;27019912;27020067;27020310;27020600;27021047;27021528	27018662;27019223;27019380;27019641;27019816;27019983;27020179;27020441;27020941;27021441;27022117	+;+;+;+;+;+;+;+;+;+;+	2570	56	108	90	207	191	82
AT1G75800	1;1;1	28458691;28459025;28460213	28458943;28459727;28460961	+;+;+	1705	420	68	225	438	592	284
AT1G22260	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	7859630;7860145;7860160;7860659;7860659;7860696;7860792;7860792;7860957;7860957;7860957;7861161;7861161;7861161;7861402;7861402;7861402;7861558;7861558;7861558;7861753;7861753;7861753;7862274;7862274;7862274;7862457;7862457;7862457;7862649;7862649;7862649;7862862;7862862;7862862;7863190;7863190;7863190;7864051;7864051;7864051;7864231;7864231;7864231;7864449;7864449;7864449;7864867;7864867;7864998;7864998	7859844;7860261;7860261;7860718;7860718;7860875;7860875;7860875;7861070;7861070;7861070;7861247;7861247;7861247;7861488;7861488;7861488;7861668;7861668;7861668;7861860;7861860;7861860;7862384;7862384;7862384;7862525;7862525;7862525;7862777;7862777;7862777;7863110;7863110;7863110;7863866;7863866;7863866;7864149;7864149;7864149;7864356;7864356;7864356;7864656;7864703;7864656;7864916;7864916;7865249;7865263	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3087	193	0	0	1	17	0
AT1G75950	1;1	28516519;28517281	28517023;28517896	+;+	1121	3387	730	587	571	883	460
AT1G43730	1;1	16508723;16509458	16509358;16509784	-;-	963	0	0	0	0	0	0
AT1G21060	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	7371657;7371666;7371947;7371947;7372098;7372134;7372248;7372248;7372610;7372610;7373055;7373055;7373238;7373238;7373371;7373371;7373543;7373543;7373762;7373762	7371857;7371857;7372013;7372013;7372160;7372160;7372532;7372532;7372959;7372959;7373154;7373154;7373291;7373291;7373457;7373457;7373671;7373671;7374104;7374114	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1689	181	2	0	22	79	0
AT1G11330	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	3809795;3809795;3810221;3811784;3811784;3811784;3811979;3811979;3811985;3812259;3812259;3812259;3812568;3812568;3812568;3812876;3812876;3812876;3813108;3813108	3811689;3811689;3811689;3811891;3811891;3811891;3812172;3812172;3812172;3812469;3812469;3812469;3812805;3812805;3812805;3813026;3813026;3813809;3813809;3813607	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3580	1577	891	891	211	165	118
AT1G77600	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	29152642;29152751;29152751;29153070;29153070;29153070;29153438;29153438;29153438;29153706;29153706;29153706;29153865;29153865;29153865;29154415;29154415;29154415;29154542;29154542;29154542;29154687;29154687;29154687;29155116;29155116;29155116;29155285;29155285;29155285;29155505;29155505;29155505;29155721;29155721;29155721;29156007;29156007;29156007;29156554;29156554;29156554;29156845;29156845;29156845;29157362;29157362;29157362;29157530;29157530;29157530;29157966;29157966;29157966;29158347;29158347;29158347;29158728;29158728;29158728;29159084;29159084;29159084;29159377;29159377;29159377;29159496;29159496;29159496;29159731;29159731;29159731;29159985;29159985;29159985;29160226;29160226;29160226;29160624;29160624;29160624;29160927;29160927;29160927;29161216;29161216;29161216;29161482;29161482;29161482;29162061;29162061;29162061	29152925;29152925;29152925;29153164;29153164;29153143;29153544;29153544;29153544;29153749;29153749;29153749;29153951;29153951;29153951;29154466;29154466;29154466;29154609;29154609;29154609;29155004;29155004;29155004;29155202;29155202;29155202;29155422;29155422;29155422;29155643;29155643;29155643;29155914;29155914;29155914;29156141;29156141;29156141;29156671;29156671;29156671;29156975;29156975;29156975;29157430;29157430;29157430;29157667;29157667;29157667;29158092;29158092;29158092;29158486;29158486;29158486;29158949;29158907;29158907;29159272;29159272;29159272;29159425;29159425;29159425;29159645;29159645;29159645;29159888;29159888;29159888;29160130;29160130;29160130;29160451;29160451;29160451;29160845;29160845;29160845;29161113;29161113;29161113;29161397;29161397;29161397;29161706;29161706;29161706;29162448;29162448;29162385	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4815	356	96	94	244	334	254
AT1G68790	1;1;1;1;1;1;1;1	25834686;25835266;25835560;25837778;25837936;25838301;25838633;25838939	25835159;25835452;25837364;25837861;25838206;25838554;25838842;25839541	-;-;-;-;-;-;-;-	3888	1127	161	300	636	751	280
AT1G22860	1;1;1;1;1;1;1;1;1;1;1;1;1;1	8083184;8084562;8085034;8085345;8086015;8086394;8086913;8087108;8087584;8087775;8087939;8088168;8088475;8088775	8084461;8084837;8085230;8085486;8086290;8086466;8086961;8087396;8087639;8087843;8088050;8088257;8088645;8089273	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3577	167	91	130	92	165	81
AT1G53200	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	19840368;19840369;19841067;19841067;19841312;19841312;19841526;19841526;19841780;19841780;19842435;19842435;19842634;19842651;19842819;19842819	19840970;19840970;19841197;19841197;19841397;19841397;19841689;19841689;19842213;19842213;19842517;19842517;19842741;19842741;19843478;19843499	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2290	292	7	101	52	77	43
AT1G35250	1;1;1;1;1;1;1;1;1;1;1;1;1;1	12932024;12932024;12932790;12933264;12933264;12933444;12933444;12933444;12933696;12933696;12933696;12934326;12934326;12934326	12933165;12933165;12933359;12933359;12933348;12933553;12933553;12933553;12933796;12933796;12933796;12934656;12934656;12934654	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1878	0	0	0	0	0	0
AT1G60986	1;1	22459000;22459245	22459141;22459650	+;+	548	0	0	0	0	0	0
AT1G52700	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	19630884;19630915;19630951;19630951;19631366;19631366;19631366;19631366;19631538;19631538;19631566;19631566;19631566;19631566;19631761;19631761;19631761;19631761;19631761;19631761;19632017;19632017;19632017;19632017;19632017;19632017;19632218;19632218;19632218;19632218;19632218;19632218;19632387;19632387;19632387;19632387;19632387;19632387;19633017;19633017;19633017;19633017;19633017;19633017;19633336;19633336;19633336;19633336;19633978;19633978;19633978	19631270;19631270;19631270;19631270;19631459;19631459;19631459;19631459;19631648;19631648;19631648;19631648;19631648;19631648;19631911;19631911;19631911;19631911;19631911;19631911;19632121;19632121;19632121;19632121;19632121;19632121;19632287;19632287;19632287;19632287;19632287;19632287;19632423;19632423;19632423;19632423;19632423;19632423;19633128;19633128;19633196;19633128;19633128;19633128;19633423;19634039;19633610;19633423;19634051;19634051;19634051	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1851	118	24	58	177	137	121
AT1G03980	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1019311;1019311;1019311;1019604;1019604;1019604;1019871;1019906;1019906;1019906;1020187;1020187;1020187;1020187;1020513;1020513;1020513;1020513;1020655;1020655;1020655;1020655;1020982;1020982;1020982;1020982;1021287;1021287;1021800;1021800;1021800	1019394;1019394;1019394;1019779;1019779;1019779;1020092;1020092;1020092;1020092;1020414;1020414;1020414;1020414;1020564;1020564;1020564;1020564;1020818;1020818;1020818;1020818;1021276;1021220;1021220;1021443;1021443;1021443;1022108;1022108;1022108	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1697	1	0	0	0	0	0
AT1G19990	1;1;1;1	6935218;6935718;6935904;6936362	6935611;6935813;6935974;6936928	+;+;+;+	1128	46	33	56	103	150	87
AT1G58936	1;1;1;1;1;1;1	21803600;21803938;21804266;21804572;21804707;21804891;21805583	21803809;21804144;21804413;21804615;21804817;21805499;21805714	+;+;+;+;+;+;+	1461	0	0	0	0	0	0
AT1G24320	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	8626315;8626437;8626659;8626659;8626911;8626911;8627121;8627121;8627376;8627376;8627512;8627512;8627644;8627644;8627939;8627939;8628163;8628163;8628380;8628380;8628546;8628546;8628737;8628737;8628933;8628933;8629135;8629135;8629424;8629424;8629641;8629641;8629822;8629822;8629993;8629993;8630139;8630672;8630672;8630825;8630825	8626581;8626581;8626832;8626832;8627002;8627002;8627270;8627270;8627432;8627432;8627565;8627565;8627793;8627793;8628006;8628006;8628288;8628288;8628453;8628453;8628653;8628653;8628858;8628858;8629040;8629040;8629217;8629217;8629520;8629520;8629709;8629709;8629908;8629908;8630045;8630413;8630413;8630745;8630745;8631027;8631025	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2584	0	0	0	0	1	0
AT1G62422	1	23100119	23101335	-	1217	1053	336	184	50	113	17
AT1G53282	1;1	19867930;19868130	19868040;19868335	-;-	317	0	0	0	0	0	0
AT1G67890	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	25457033;25457047;25457179;25457179;25457925;25457925;25457925;25457925;25458455;25458455;25458455;25458455;25459246;25459246;25459246;25459246;25459401;25459401;25459401;25459401;25459727;25459727;25459727;25459727;25459936;25459936;25459936;25459936;25460145;25460145;25460145;25460145;25460759;25460759;25460759;25460759;25460931;25460931;25460931;25460931;25461065;25461065;25461065;25461065;25461584;25461584;25461584;25461584;25462307;25462307	25457721;25457721;25457721;25457630;25458375;25458375;25458375;25458375;25459112;25459112;25459112;25459112;25459286;25459286;25459286;25459286;25459469;25459469;25459469;25459469;25459827;25459827;25459827;25459827;25460014;25460014;25460014;25460014;25460243;25460243;25460243;25460243;25460824;25460824;25460824;25460824;25460980;25460980;25460980;25460980;25461146;25461146;25461146;25461146;25462222;25461678;25461902;25462826;25462330;25462847	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3649	137	170	242	342	422	251
AT1G62410	1;1;1	23092915;23093404;23093798	23093298;23093619;23093869	+;+;+	672	0	0	0	0	0	0
AT1G13530	1;1;1	4633590;4634707;4634922	4634577;4634818;4635129	-;-;-	1308	0	1	0	0	0	0
AT1G18260	1;1;1;1;1;1	6278788;6279391;6279772;6280603;6280908;6281487	6279286;6279633;6280095;6280818;6281399;6282144	-;-;-;-;-;-	2432	587	120	126	366	483	216
AT1G76210	1	28594950	28595996	-	1047	0	0	0	0	0	0
AT1G34430	1;1;1;1;1;1	12587726;12588252;12588452;12588625;12588804;12589227	12588131;12588335;12588522;12588712;12588995;12590223	-;-;-;-;-;-	1838	359	235	224	785	842	434
AT1G14460	1;1;1;1;1;1	4948638;4949138;4949302;4949855;4950455;4950771	4949045;4949219;4949776;4950364;4950674;4953284	-;-;-;-;-;-	4209	72	115	101	319	335	185
AT1G61350	1	22633774	22636101	+	2328	1375	266	252	367	425	148
AT1G42440	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	15895197;15895726;15895880;15896091;15896405;15896572;15896921;15897199;15897394;15897719;15897914;15898251;15898454;15898654;15898833;15899055;15899288;15899417;15899619;15899849	15895643;15895789;15895958;15896321;15896491;15896834;15897024;15897274;15897585;15897817;15897997;15898373;15898546;15898731;15898955;15899195;15899338;15899548;15899773;15900105	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2879	1400	235	541	323	358	186
AT1G12064	1	4077498	4078095	-	598	0	0	0	0	0	0
AT1G06570	1;1;1;1	2011885;2012015;2012297;2012304	2012189;2012189;2013459;2013545	-;-;-;-	1554	267	191	142	94	131	3
AT1G55310	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	20629698;20629698;20630065;20630065;20630070;20630656;20630656;20630656;20630656;20630656;20631042;20631042;20631042;20631042;20631042;20631353;20631687;20631853;20631885;20631885;20631885;20631885;20631885;20632148;20632148;20632151;20632151;20632151;20632151;20632151;20632353;20632353;20632353;20632353;20632353;20632353;20632353;20632551;20632551	20630135;20630135;20630135;20630368;20630135;20630818;20630818;20630818;20630818;20630818;20631119;20631119;20631119;20632055;20631119;20631722;20631722;20632055;20632055;20632055;20632055;20632055;20632055;20632279;20632279;20632279;20632279;20632279;20632279;20632279;20632477;20632898;20633007;20632973;20633007;20632898;20632477;20632885;20632885	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2635	489	93	91	411	363	169
AT1G63740	1;1;1;1;1;1;1;1	23645206;23645429;23645962;23645962;23647187;23647187;23647581;23647581	23645868;23645868;23647069;23647069;23647486;23647486;23649289;23649287	+;+;+;+;+;+;+;+	3780	628	110	82	225	157	76
AT1G09870	1;1;1;1;1;1;1;1;1;1;1	3205579;3206111;3206278;3206686;3206964;3207220;3207377;3207609;3207820;3208168;3208298	3205917;3206198;3206571;3206844;3207104;3207276;3207515;3207713;3208010;3208209;3208714	+;+;+;+;+;+;+;+;+;+;+	1972	79	11	87	129	268	90
AT1G17710	1;1;1;1;1;1;1	6090405;6090560;6091309;6091309;6091583;6091583;6091829	6091131;6091131;6091510;6091510;6091704;6092018;6092027	-;-;-;-;-;-;-	1374	0	7	0	39	22	5
AT1G27200	1	9449338	9451768	-	2431	184	155	151	207	167	81
AT1G62120	1	22960139	22962103	-	1965	0	0	1	7	39	0
AT1G04770	1;1;1;1	1336274;1337087;1337344;1337648	1336986;1337242;1337556;1337849	-;-;-;-	1284	6	17	2	111	114	51
AT1G67920	1	25473544	25474140	+	597	711	87	154	0	0	4
AT1G09410	1	3035400	3037687	+	2288	0	22	11	36	1	17
AT1G10540	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	3474858;3474864;3475318;3475318;3475578;3475578;3475737;3475941;3475941;3476081;3476081;3476258;3476258;3476424;3476424;3476692;3476692;3476821;3476821;3476987;3476987;3477188;3477188;3477447;3477447;3477636;3477636	3475242;3475242;3475478;3475478;3475655;3475828;3475828;3475999;3475999;3476167;3476167;3476357;3476357;3476614;3476614;3476751;3476751;3476896;3476896;3477087;3477087;3477364;3477364;3477544;3477544;3478028;3477945	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2139	0	0	0	0	15	0
AT1G63615	1;1;1;1	23586927;23587120;23587862;23588007	23587015;23587592;23587983;23588064	-;-;-;-	742	0	0	0	0	4	0
AT1G49240	1;1;1;1;1	18215800;18216529;18216671;18217161;18217882	18216068;18216598;18217064;18217774;18218339	+;+;+;+;+	1805	2688	759	995	1769	2165	744
AT1G09240	1	2984829	2986231	+	1403	0	0	0	91	131	53
AT1G67810	1	25426234	25427461	+	1228	1894	276	679	95	29	6
AT1G70850	1;1;1;1;1;1;1;1;1;1	26714866;26715172;26715183;26715224;26715929;26715933;26715933;26716540;26716540;26716540	26714873;26715706;26715706;26715706;26716400;26716400;26716400;26716783;26716829;26716901	-;-;-;-;-;-;-;-;-;-	1377	232	82	9	15	13	37
